probe_config,condition,public_condition,scan_id,probe_type,n_elements,pa_x,pa_y,pa_z,source_x,source_y,source_z,focus_x,focus_y,focus_z,beam_dx,beam_dy,beam_dz,source_to_focus_mm,aperture_mm,delay_min_us,delay_max_us,delay_span_us,pa_s_mm,geometry_center_mm_display
1D16,PA1_TO_C1,PA1 → C1,10,1D,16,-135.3024148437535,157.92281289642793,-86.93037713999999,-135.3024148437535,157.92281289642793,-86.93037713999999,-113.3016834944249,130.60654183979702,-51.8,0.4431855070446534,-0.5502624093072076,0.7076707477697525,49.64226266341307,8.999999999999993,0.0,1.0730514471587735,1.0730514471587735,16.85271105173445,53.58945505854767
1D16,PA1_TO_C1,PA1 → C1,11,1D,16,-133.82283953829096,158.5578860389059,-86.44206371999998,-133.82283953829096,158.5578860389059,-86.44206371999998,-112.15856751978896,131.58710612802994,-51.8,0.4425118648490916,-0.5509019691316351,0.7075947073534865,48.95749411349705,8.999999999999988,0.0,1.0700243777872789,1.0700243777872789,18.535242173878554,53.393444345284195
1D16,PA1_TO_C1,PA1 → C1,12,1D,16,-132.34412773399032,159.18438922350688,-85.97012664,-132.34412773399032,159.18438922350688,-85.97012664,-111.00774198986298,132.5586618418747,-51.8,0.44185335843647805,-0.5513898748116884,0.7076261835132699,48.288386490095476,8.999999999999993,0.0,1.0673765740659782,1.0673765740659782,20.209105802724146,53.20191647425528
1D16,PA1_TO_C1,PA1 → C1,13,1D,16,-130.85578320019675,159.80836126241908,-85.49710414,-130.85578320019675,159.80836126241908,-85.49710414,-109.85149267437232,133.52375610468974,-51.8,0.44109186923982313,-0.5519789210208739,0.7076420236526025,47.61885672937745,9.000000000000018,0.0,1.0699482085297485,1.0699482085297485,21.890849196385524,53.01026776906057
1D16,PA1_TO_C1,PA1 → C1,14,1D,16,-129.37242074802603,160.42351648234117,-85.02872378,-129.372420748026,160.42351648234117,-85.02872378,-108.68080939579498,134.471273148349,-51.8,0.4405652935715189,-0.5525745437919674,0.7075051912554001,46.96604942366405,9.000000000000076,0.0,1.0669086659837266,1.0669086659837266,23.563619434864517,52.82340576198944
1D16,PA1_TO_C1,PA1 → C1,15,1D,16,-127.8897016242282,161.03015370306392,-84.5766318,-127.88970162422818,161.03015370306392,-84.5766318,-107.50455468503364,135.4118845740274,-51.8,0.44003077255715034,-0.5529921756292402,0.7075115355212217,46.32663943189782,9.00000000000001,0.0,1.0646861595363897,1.0646861595363897,25.228207034248328,52.640378652217436
1D16,PA1_TO_C1,PA1 → C1,16,1D,16,-126.39729447280996,161.63412806146707,-84.12331700999998,-126.39729447280997,161.63412806146707,-84.12331700999998,-106.32316097395022,136.3460194255881,-51.8,0.43938875579031555,-0.553513833632736,0.7075026199684565,45.68649796864511,9.000000000000037,0.0,1.0684007554901471,1.0684007554901471,26.900797369639978,52.457142163308774
1D16,PA1_TO_C1,PA1 → C1,17,1D,16,-124.8952239172675,162.2353138984563,-83.66869663999998,-124.8952239172675,162.2353138984563,-83.66869663999998,-105.13091956980664,137.2662663979146,-51.8,0.43869850485866174,-0.5542256187549452,0.707373723961014,45.05213518753262,9.000000000000028,0.0,1.0680097133143818,1.0680097133143818,28.58136871452332,52.2755597860093
1D16,PA1_TO_C1,PA1 → C1,18,1D,16,-123.40312057148914,162.82482513737204,-83.22740508999999,-123.40312057148914,162.82482513737204,-83.22740508999999,-103.9289614713292,138.17378085317122,-51.8,0.43824734746806915,-0.554748203211516,0.7072437298914682,44.43645629042588,9.000000000000002,0.0,1.0652730544029492,1.0652730544029492,30.245290024980143,52.0993255536136
1D16,PA1_TO_C1,PA1 → C1,19,1D,16,-121.90633193582056,163.4086707967418,-82.79349334,-121.90633193582056,163.4086707967418,-82.79349334,-102.72024413796868,139.07229639301443,-51.8,0.4377509255379124,-0.5552601724600459,0.7071493958636613,43.82877723051263,9.000000000000036,0.0,1.0631621875664743,1.0631621875664743,31.909480933686105,51.92538122456479
1D16,PA1_TO_C1,PA1 → C1,20,1D,16,-120.40479024007128,163.98681603386112,-82.36689882,-120.40479024007126,163.98681603386112,-82.36689882,-101.50623977262364,139.96358191793738,-51.8,0.4371893676597837,-0.5557411691639706,0.7071189501784698,43.2273789470431,9.0,0.0,1.0666519924331936,1.0666519924331936,33.57407165328399,51.75323472847826
1D16,PA1_TO_C1,PA1 → C1,21,1D,16,-118.90312329828164,164.55897120733982,-81.9360958,-118.90312329828164,164.55897120733982,-81.9360958,-100.2819634722582,140.840773871955,-51.8,0.43678864547048285,-0.5563476917611901,0.7068896130656163,42.63196861714625,8.999999999999995,0.0,1.067087249592328,1.067087249592328,35.23778929418445,51.5828022466392
1D16,PA1_TO_C1,PA1 → C1,22,1D,16,-117.40157993724831,165.12263995325603,-81.52131262,-117.4015799372483,165.12263995325603,-81.52131262,-99.0531156252312,141.7115446465763,-51.8,0.4363611422929848,-0.5567600708502923,0.7068289588037117,42.04880438161801,9.0,0.0,1.0654371423802864,1.0654371423802864,36.89441236736583,51.41587513269732
1D16,PA1_TO_C1,PA1 → C1,23,1D,16,-115.89026747389566,165.6832415368084,-81.10493361,-115.89026747389566,165.6832415368084,-81.10493361,-97.8140229190828,142.56760508096949,-51.8,0.4358743947612327,-0.5573897840979825,0.7066329602946169,41.471223756364104,8.999999999999963,0.0,1.0689957442861004,1.0689957442861004,38.55925799904916,51.25054629226348
1D16,PA1_TO_C1,PA1 → C1,24,1D,16,-114.38374866471656,166.23508939740233,-80.6930734,-114.38374866471656,166.23508939740233,-80.6930734,-96.56919061106257,143.41537880798327,-51.8,0.43555109185170743,-0.557922898397291,0.7064115555614529,40.9011902092059,9.000000000000043,0.0,1.0664711597004717,1.0664711597004717,40.21568904688476,51.08737775571738
1D16,PA1_TO_C1,PA1 → C1,25,1D,16,-112.87708954377928,166.7784937043893,-80.29712085999998,-112.87708954377928,166.7784937043893,-80.29712085999998,-95.31611782598392,144.25087126756995,-51.8,0.43523688343546485,-0.5583319840254847,0.706281991071236,40.3480779918764,8.999999999999993,0.0,1.0674328546458476,1.0674328546458476,41.86556430322627,50.92905284396903
1D16,PA1_TO_C1,PA1 → C1,26,1D,16,-111.3703618298478,167.31584232356897,-79.89689390000001,-111.37036182984778,167.31584232356897,-79.89689390000001,-94.0584099843881,145.07942248890697,-51.8,0.4350344332134791,-0.5587820706656021,0.7060507343111322,39.79444044826767,9.000000000000032,0.0,1.069741948687259,1.069741948687259,43.514549919286736,50.77057756085988
1D16,PA1_TO_C1,PA1 → C1,27,1D,16,-109.84883488179057,167.85016377831334,-79.50620210999999,-109.84883488179057,167.85016377831334,-79.50620210999999,-92.79086403932423,145.89280952110386,-51.8,0.43457387801909453,-0.5593920096779199,0.7058513469930784,39.252177144703644,9.000000000000004,0.0,1.0701517962031808,1.0701517962031808,45.173821972157484,50.61535808280232
1D16,PA1_TO_C1,PA1 → C1,28,1D,16,-108.34177621247846,168.3729833905493,-79.11749698999998,-108.34177621247846,168.3729833905493,-79.11749698999998,-91.51717346437468,146.69657134598236,-51.8,0.4345282001562192,-0.5598356438241512,0.7055276714438597,38.71924248427397,9.00000000000001,0.0,1.0718014708145862,1.0718014708145862,46.81566783885799,50.46280887047874
1D16,PA1_TO_C1,PA1 → C1,29,1D,16,-106.81977257639308,168.8926958202528,-78.73818939,-106.81977257639309,168.8926958202528,-78.73818939,-90.23528945900809,147.48719891243675,-51.8,0.4341984032276684,-0.5604173800222731,0.7052688188226631,38.19563359538443,8.999999999999998,0.0,1.0703829270771177,1.0703829270771177,48.46808132623432,50.312929101913255
1D16,PA1_TO_C1,PA1 → C1,30,1D,16,-105.30238674884818,169.40373249527613,-78.36332236999998,-105.30238674884818,169.40373249527613,-78.36332236999998,-88.94780272681719,148.268662840241,-51.8,0.4340401864934237,-0.5609112137774654,0.704973564587669,37.67988433089199,8.999999999999975,0.0,1.0717564149925425,1.0717564149925425,50.11250934701744,50.165299101658896
