condition,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,scan_s_mm,scan_pixel
B_PA2_to_C2,178,75.0979012617257,151.67306383407816,-85.70877930137463,102.52,175.55999999999997,-51.800000000000004,64,240.57473719991228,286.78571283112257
B_PA2_to_C2,179,76.11451404738338,151.5517459278318,-85.3507003611686,103.68000000000004,174.88,-51.800000000000004,64,241.91935610503003,288.3886138492372
B_PA2_to_C2,180,77.12949884362655,151.42884061949917,-84.98856747237346,104.84000000000002,174.18000000000004,-51.800000000000004,64,243.2741992693852,290.00370306095726
B_PA2_to_C2,181,78.14284513143528,151.304358593485,-84.62240688190954,106.0,173.48,-51.800000000000004,64,244.6290424337404,291.6187922726774
B_PA2_to_C2,182,79.1545427822785,151.17830968322968,-84.2522453379742,107.14999999999999,172.77,-51.800000000000004,64,245.98056009918173,293.2299172045748
B_PA2_to_C2,183,80.16458218699586,151.05070418164797,-83.87810997663453,108.28999999999999,172.05999999999997,-51.800000000000004,64,247.32357908638932,294.83091098336877
B_PA2_to_C2,184,81.17295358746802,150.9215520382831,-83.50002680614665,109.43000000000004,171.32999999999998,-51.800000000000004,64,248.67727772345742,296.44463582043466
B_PA2_to_C2,185,82.17964783645431,150.79086341092665,-83.11802254281665,110.56999999999996,170.6,-51.800000000000004,64,250.03097636052544,298.05836065750043
B_PA2_to_C2,186,83.18465626890872,150.65864847952804,-82.73212435394976,111.70000000000002,169.86,-51.800000000000004,64,251.38171689815658,299.6685591864197
B_PA2_to_C2,187,84.18797034164835,150.52491725041398,-82.34235893159976,112.83000000000001,169.12,-51.800000000000004,64,252.7324574357877,301.278757715339
B_PA2_to_C2,188,85.18958182372573,150.3896801787657,-81.948752828512,113.95000000000002,168.36,-51.800000000000004,64,254.08597138104278,302.8922623839289
B_PA2_to_C2,189,86.18948264342175,150.25294705232363,-81.55133241463926,115.06999999999996,167.6,-51.800000000000004,64,255.43948532629784,304.5057670525187
B_PA2_to_C2,190,87.18766562310677,150.11472854178464,-81.15012523298817,116.18000000000004,166.83,-51.800000000000004,64,256.7904109349085,306.11618620191297
B_PA2_to_C2,191,88.18412342149847,149.97503436988703,-80.74515793431172,117.28999999999999,166.05999999999997,-51.800000000000004,64,258.1413365435191,307.72660535130717
B_PA2_to_C2,192,89.17884914419898,149.83387543735915,-80.33645709844214,118.39,165.27,-51.800000000000004,64,259.4956260251293,309.34103452572424
B_PA2_to_C2,193,90.17183608422485,149.6912608544792,-79.92404961156332,119.48,164.48,-51.800000000000004,64,260.8418058050993,310.945796240487
B_PA2_to_C2,194,91.16307814813737,149.54720170457475,-79.50796240030589,120.56999999999996,163.68000000000004,-51.800000000000004,64,262.19387828836335,312.5575825627974
B_PA2_to_C2,195,92.15256960558916,149.40170864665896,-79.08822264474281,121.65999999999998,162.88,-51.800000000000004,64,263.54595077162753,314.16936888510793
B_PA2_to_C2,196,93.1403041376118,149.25479060283305,-78.66485599380155,122.74,162.06999999999996,-51.800000000000004,64,264.89595077162755,315.7786846296796
B_PA2_to_C2,197,94.12627702596649,149.10645912989585,-78.23789021098145,123.80999999999997,161.25,-51.800000000000004,64,266.2440234699639,317.38570286542773
B_PA2_to_C2,198,95.110483,148.956723,-77.807352,124.88,160.42,-51.800000000000004,64,267.59820218785904,319.0
