condition,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,condition_order,scan_s_mm,scan_index_global,scan_pixel
B_PA2_to_C2,142,37.533327458259265,154.90385207524594,-95.68742349521645,57.980000000000004,194.86,-51.800000000000004,64,1,723.0841242449959,341,324.98576531396895
B_PA2_to_C2,143,38.59857531813452,154.84580760475149,-95.49167293794679,59.269999999999996,194.47,-51.800000000000004,64,1,724.4317888917088,342,325.5914649994045
B_PA2_to_C2,144,39.662806898498225,154.78586307022059,-95.29102930237937,60.56,194.06999999999996,-51.800000000000004,64,1,725.7823813542971,343,326.19848057389214
B_PA2_to_C2,145,40.72599915709653,154.72402525901262,-95.08551026173888,61.85000000000001,193.66000000000003,-51.800000000000004,64,1,727.1359691793014,344,326.80684239581433
B_PA2_to_C2,146,41.78812967252567,154.66030109872707,-94.87513555586693,63.13999999999999,193.25,-51.800000000000004,64,1,728.4895570043057,345,327.4152042177365
B_PA2_to_C2,147,42.8491760867882,154.5946973695552,-94.65992407576107,64.42,192.81999999999996,-51.800000000000004,64,1,729.8398532680937,346,328.02208666747356
B_PA2_to_C2,148,43.90911670401592,154.5272213537003,-94.43989668681203,65.7,192.39,-51.800000000000004,64,1,731.1901495318818,347,328.6289691172106
B_PA2_to_C2,149,44.96792978648344,154.45788129605768,-94.21507258127312,66.98,191.95000000000002,-51.800000000000004,64,1,732.5436634771369,348,329.2372977343285
B_PA2_to_C2,150,46.02559383187995,154.38668407085044,-93.9854713541777,68.25,191.5,-51.800000000000004,64,1,733.891031281413,349,329.84286400573467
B_PA2_to_C2,151,47.08208808186795,154.31363728095752,-93.7511147078041,69.52,191.04,-51.800000000000004,64,1,735.2417718190442,350,330.44994613165056
B_PA2_to_C2,152,48.13739187572139,154.23874863471048,-93.5120235955986,70.79,190.57999999999998,-51.800000000000004,64,1,736.5925123566753,351,331.0570282575664
B_PA2_to_C2,153,49.19148480348986,154.1620260381531,-93.26821888920249,72.06,190.09999999999997,-51.800000000000004,64,1,737.9501942045322,352,331.66723011317947
B_PA2_to_C2,154,50.244346869708224,154.08347698062326,-93.01972230558997,73.31999999999998,189.62,-51.800000000000004,64,1,739.2985265077868,353,332.2732298727902
B_PA2_to_C2,155,51.29595856754602,154.00311012760852,-92.76655613122028,74.58,189.13,-51.800000000000004,64,1,740.6504510618948,354,332.88084414771606
B_PA2_to_C2,156,52.34630046281263,153.92093409495914,-92.50874189047303,75.84000000000002,188.63,-51.800000000000004,64,1,742.0060321181213,355,333.49010181529775
B_PA2_to_C2,157,53.39535361782309,153.83695674326134,-92.24630226351488,77.09000000000002,188.12,-51.800000000000004,64,1,743.3560691546503,356,334.0968677569186
B_PA2_to_C2,158,54.443099474220304,153.75118650031843,-91.97926021080472,78.34000000000002,187.59999999999997,-51.800000000000004,64,1,744.7099155270279,357,334.7053457813864
B_PA2_to_C2,159,55.489519564142554,153.663631248831,-91.70763814280556,79.58,187.07999999999998,-51.800000000000004,64,1,746.0545344321456,358,335.3096765767715
B_PA2_to_C2,160,56.53459623990898,153.5743005258712,-91.43146003128533,80.81999999999998,186.54,-51.800000000000004,64,1,747.4070136371613,359,335.91754013617714
B_PA2_to_C2,161,57.57831172533226,153.4832032432207,-91.1507485139026,82.06,186.0,-51.800000000000004,64,1,748.7594928421771,360,336.52540369558284
B_PA2_to_C2,162,58.62064887440875,153.39034780748443,-90.86552767323835,83.29999999999997,185.45000000000002,-51.800000000000004,64,1,750.1159956987904,361,337.1350756607464
B_PA2_to_C2,163,59.66159077497219,153.29574248131743,-90.57582147899205,84.52999999999999,184.89,-51.800000000000004,64,1,751.4674763682785,362,337.7424904344275
B_PA2_to_C2,164,60.701120897744595,153.19939724981538,-90.28165367028168,85.76,184.32999999999998,-51.800000000000004,64,1,752.8189570377666,363,338.3499052081085
B_PA2_to_C2,165,61.739223076886844,153.10132122517263,-89.98304854624612,86.98,183.75,-51.800000000000004,64,1,754.1698086210281,364,338.9570372428081
B_PA2_to_C2,166,62.77588159274177,153.00152255290112,-89.6800312508476,88.20000000000002,183.17000000000002,-51.800000000000004,64,1,755.5206602042896,365,339.56416927750763
B_PA2_to_C2,167,63.811080741983474,152.90001146789095,-89.37262530661879,89.40999999999998,182.57999999999998,-51.800000000000004,64,1,756.8668399842595,366,340.16920159860933
B_PA2_to_C2,168,64.84480570796426,152.79679733772667,-89.06085650443455,90.63,181.98,-51.800000000000004,64,1,758.2263987362081,367,340.7802470173601
B_PA2_to_C2,169,65.8770416411013,152.69188856131194,-88.74474986151313,91.83000000000001,181.38,-51.800000000000004,64,1,759.568039522708,368,341.383239315431
B_PA2_to_C2,170,66.90777413228953,152.5852956136748,-88.42433016003714,93.03999999999999,180.76,-51.800000000000004,64,1,760.9276350507971,369,341.99430126299467
B_PA2_to_C2,171,67.93698914361468,152.4770279819649,-88.09962274820667,94.24,180.14,-51.800000000000004,64,1,762.2783385711894,370,342.6013667517375
B_PA2_to_C2,172,68.96467309574679,152.36709425458267,-87.77065375851993,95.43,179.51,-51.800000000000004,64,1,763.6248154555063,371,343.2065326045823
B_PA2_to_C2,173,69.99081266367635,152.25550509492143,-87.43744847141124,96.62,178.87,-51.800000000000004,64,1,764.9760001209019,372,343.81381434102286
B_PA2_to_C2,174,71.01539471176027,152.1422701375941,-87.10003215903092,97.81,178.22,-51.800000000000004,64,1,766.3319499724819,373,344.42323776143496
B_PA2_to_C2,175,72.03840663046354,152.02739826837123,-86.75843102006482,98.99,177.56999999999996,-51.800000000000004,64,1,767.6791322170204,374,345.0287206341448
B_PA2_to_C2,176,73.05983625395466,151.9109002355482,-86.41267103113606,100.16999999999999,176.91000000000003,-51.800000000000004,64,1,769.0311677195128,375,345.6363847741478
B_PA2_to_C2,177,74.07967157134377,151.79278529141214,-86.06277821481683,101.35000000000001,176.24,-51.800000000000004,64,1,770.3881128178864,376,346.246255502183
B_PA2_to_C2,178,75.0979012617257,151.67306383407816,-85.70877930137463,102.52,175.55999999999997,-51.800000000000004,64,1,771.7413681522561,377,346.8544678882101
B_PA2_to_C2,179,76.11451404738338,151.5517459278318,-85.3507003611686,103.68000000000004,174.88,-51.800000000000004,64,1,773.0859870573738,378,347.45879868359515
B_PA2_to_C2,180,77.12949884362655,151.42884061949917,-84.98856747237346,104.84000000000002,174.18000000000004,-51.800000000000004,64,1,774.440830221729,379,348.06772471015967
B_PA2_to_C2,181,78.14284513143528,151.304358593485,-84.62240688190954,106.0,173.48,-51.800000000000004,64,1,775.7956733860842,380,348.6766507367242
B_PA2_to_C2,182,79.1545427822785,151.17830968322968,-84.2522453379742,107.14999999999999,172.77,-51.800000000000004,64,1,777.1471910515255,381,349.28408213801157
B_PA2_to_C2,183,80.16458218699586,151.05070418164797,-83.87810997663453,108.28999999999999,172.05999999999997,-51.800000000000004,64,1,778.490210038733,382,349.8876938600149
B_PA2_to_C2,184,81.17295358746802,150.9215520382831,-83.50002680614665,109.43000000000004,171.32999999999998,-51.800000000000004,64,1,779.8439086758011,383,350.4961054857457
B_PA2_to_C2,185,82.17964783645431,150.79086341092665,-83.11802254281665,110.56999999999996,170.6,-51.800000000000004,64,1,781.1976073128692,384,351.1045171114766
B_PA2_to_C2,186,83.18465626890872,150.65864847952804,-82.73212435394976,111.70000000000002,169.86,-51.800000000000004,64,1,782.5483478505004,385,351.7115992373924
B_PA2_to_C2,187,84.18797034164835,150.52491725041398,-82.34235893159976,112.83000000000001,169.12,-51.800000000000004,64,1,783.8990883881315,386,352.3186813633083
B_PA2_to_C2,188,85.18958182372573,150.3896801787657,-81.948752828512,113.95000000000002,168.36,-51.800000000000004,64,1,785.2526023333867,387,352.9270099804262
B_PA2_to_C2,189,86.18948264342175,150.25294705232363,-81.55133241463926,115.06999999999996,167.6,-51.800000000000004,64,1,786.6061162786417,388,353.53533859754407
B_PA2_to_C2,190,87.18766562310677,150.11472854178464,-81.15012523298817,116.18000000000004,166.83,-51.800000000000004,64,1,787.9570418872523,389,354.14250390248696
B_PA2_to_C2,191,88.18412342149847,149.97503436988703,-80.74515793431172,117.28999999999999,166.05999999999997,-51.800000000000004,64,1,789.307967495863,390,354.7496692074298
B_PA2_to_C2,192,89.17884914419898,149.83387543735915,-80.33645709844214,118.39,165.27,-51.800000000000004,64,1,790.6622569774731,391,355.3583463846494
B_PA2_to_C2,193,90.17183608422485,149.6912608544792,-79.92404961156332,119.48,164.48,-51.800000000000004,64,1,792.0084367574431,392,355.9633787057511
B_PA2_to_C2,194,91.16307814813737,149.54720170457475,-79.50796240030589,120.56999999999996,163.68000000000004,-51.800000000000004,64,1,793.3605092407071,393,356.5710594665371
B_PA2_to_C2,195,92.15256960558916,149.40170864665896,-79.08822264474281,121.65999999999998,162.88,-51.800000000000004,64,1,794.7125817239712,394,357.1787402273232
B_PA2_to_C2,196,93.1403041376118,149.25479060283305,-78.66485599380155,122.74,162.06999999999996,-51.800000000000004,64,1,796.0625817239712,395,357.78548952310115
B_PA2_to_C2,197,94.12627702596649,149.10645912989585,-78.23789021098145,123.80999999999997,161.25,-51.800000000000004,64,1,797.4106544223076,396,358.391372604859
B_PA2_to_C2,198,95.110483,148.956723,-77.807352,124.88,160.42,-51.800000000000004,64,1,798.7648331402028,397,359.0
