condition,x_mm,y_mm,z_mm,green_amplitude_percent,frequency_hz,velocity_m_per_s,wavelength_mm,physics_level
A_PA1_to_C1,172.78426966292136,-223.90898876404495,-51.8,0.5761236551391496,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,174.59550561797755,-223.90898876404495,-51.8,0.5750199859138004,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,176.4067415730337,-223.90898876404495,-51.8,0.5727509772908702,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,178.2179775280899,-223.90898876404495,-51.8,0.5693337680296124,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,180.02921348314607,-223.90898876404495,-51.8,0.5689404779091848,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,181.84044943820226,-223.90898876404495,-51.8,0.5707245095098106,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,183.65168539325845,-223.90898876404495,-51.8,0.571376276321862,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,185.46292134831464,-223.90898876404495,-51.8,0.5709017875149797,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,187.2741573033708,-223.90898876404495,-51.8,0.5693113897293898,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,189.08539325842696,-223.90898876404495,-51.8,0.5666196624598636,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,190.89662921348315,-223.90898876404495,-51.8,0.5629054160942941,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,192.70786516853934,-223.90898876404495,-51.8,0.5650032185931889,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,194.51910112359553,-223.90898876404495,-51.8,0.5660224727412871,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,196.3303370786517,-223.90898876404495,-51.8,0.5659681072814479,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,198.14157303370789,-223.90898876404495,-51.8,0.5648490737044819,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,199.95280898876405,-223.90898876404495,-51.8,0.5626782482383877,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,201.76404494382024,-223.90898876404495,-51.8,0.5594723172092065,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,203.57528089887643,-223.90898876404495,-51.8,0.5593883611889375,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,205.38651685393262,-223.90898876404495,-51.8,0.5604582273582008,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,207.19775280898878,-223.90898876404495,-51.8,0.5605069321602629,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,209.00898876404497,-223.90898876404495,-51.8,0.5595432068020116,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,210.82022471910113,-223.90898876404495,-51.8,0.5575793910980248,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
